Transaction_ID,Order_Date,Customer_ID,Customer_Segment,Region,Country,Product_Category,Product_SubCategory,Product_Name,Cost_Price,Selling_Price,Quantity,Discount
TXN-2015FEC3,2023-09-29,CUST-1962,Consumer,North America,Mexico,Furniture,Furnishings,Furnishings Model 782,33.09,36.64,8,0.05
TXN-7003AC7A,2023-05-08,CUST-2560,Consumer,Latin America,Brazil,Clothing,Men,Men Model 828,58.35,75.61,5,0.1
TXN-EFA2D8CB,2022-11-24,CUST-1304,Corporate,Asia Pacific,Australia,Clothing,Women,Women Model 765,228.47,$280.08,3,0.0
TXN-784C5512,2022-12-11,CUST-2702,Home Office,Latin America,Argentina,Furniture,Furnishings,Furnishings Model 561,151.57,190.97,8,0.1
TXN-50B901FB,2023-07-12,CUST-4881,Home Office,Latin America,Argentina,Furniture,Chairs,Chairs Model 744,497.91,692.28,9,0.0
TXN-F5D6E3EB,2022-03-23,CUST-3254,Home Office,Europe,Germany,Furniture,Chairs,Chairs Model 235,342.45,393.06,10,0.2
TXN-E6D5F125,2023-11-09,CUST-3011,Consumer,Latin America,Argentina,Office Supplies,Envelopes,Envelopes Model 287,250.78,322.11,10,0.0
TXN-5B269E1A,2022-03-24,CUST-2164,Corporate,Latin America,Brazil,Furniture,Chairs,Chairs Model 116,44.16,51.4,8,0.0
TXN-998C024D,2023-11-13,CUST-4113,Corporate,Europe,France,Furniture,Chairs,Chairs Model 260,,305.67,2,0.2
TXN-ED40F336,2022-01-30,CUST-4117,Consumer,Europe,France,Office Supplies,Art,Art Model 969,435.14,524.4,7,0.1
TXN-E4976525,2022-05-06,CUST-1129,Home Office,Europe,France,Electronics,Accessories,Accessories Model 407,151.22,170.32,3,0.0
TXN-BEEE16A1,2023-12-23,CUST-1781,Consumer,Europe,Italy,Clothing,Kids,Kids Model 474,335.22,451.34,6,0.05
TXN-F5E31120,2022-06-25,CUST-3608,Home Office,North America,Mexico,Office Supplies,Art,Art Model 665,443.62,534.14,1,0.05
TXN-0DBAD71B,2022-12-08,CUST-4102,Home Office,Latin America,Brazil,Electronics,Tablets,Tablets Model 727,201.23,288.29,5,0.2
TXN-8D86162E,2023-02-24,CUST-4404,Consumer,North America,Canada,Office Supplies,Art,Art Model 984,465.27,661.23,6,0.1
TXN-D83309D0,2022-12-20,CUST-2671,Home Office,Europe,France,Office Supplies,Art,Art Model 534,479.22,615.09,10,0.15
TXN-FD1AACEC,2023-02-01,CUST-2137,Consumer,Europe,Spain,Electronics,Accessories,Accessories Model 131,307.85,362.36,9,0.05
TXN-FD1AACEC,2022-04-22,CUST-1650,Consumer,Asia Pacific,India,Electronics,Laptops,Laptops Model 575,167.45,233.07,2,0.15
TXN-FD1AACEC,2022-12-08,CUST-3093,Corporate,Asia Pacific,Australia,Furniture,Chairs,Chairs Model 116,10.76,13.15,7,0.05
TXN-DD4C716F,2022-01-30,CUST-2176,Home Office,Europe,UK,Electronics,Smartphones,Smartphones Model 131,332.16,406.79,7,0.0
TXN-F6D8AAC8,2023-04-10,CUST-4192,Consumer,Asia Pacific,Japan,Furniture,Tables,Tables Model 322,109.75,127.33,7,0.2
TXN-891E0480,2022-09-04,CUST-1806,Corporate,Latin America,Brazil,Office Supplies,Binders,Binders Model 872,308.03,395.64,3,0.0
TXN-69FB9C51,2023-07-29,CUST-4516,Consumer,Asia Pacific,Australia,Office Supplies,Art,Art Model 844,319.02,462.17,5,0.0
TXN-1D9B2262,2023-03-23,CUST-3640,Consumer,Asia Pacific,Australia,Furniture,Furnishings,Furnishings Model 966,482.88,606.15,6,0.1
TXN-0D3DD08E,2022-06-15,CUST-4288,Home Office,North America,Canada,Electronics,Accessories,Accessories Model 564,134.98,149.88,3,0.15
TXN-44832F20,2023-06-11,CUST-2459,Home Office,Asia Pacific,Japan,Office Supplies,Art,Art Model 536,268.72,309.89,9,0.15
TXN-DA2E85E3,2022-10-27,CUST-4705,Consumer,Latin America,Argentina,Clothing,Women,Women Model 740,80.3,119.79,9,0.15
TXN-0FE01B15,2023-11-16,CUST-1425,Corporate,North America,Canada,Clothing,Women,Women Model 854,11.93,14.41,1,0.1
TXN-08473C43,2023-09-07,CUST-3703,Consumer,Asia Pacific,India,Clothing,Men,Men Model 126,72.76,103.9,2,0.1
TXN-920965A9,2022-12-13,CUST-4133,Consumer,North America,USA,Electronics,Accessories,Accessories Model 238,331.95,466.94,3,0.0
TXN-1FCC7A07,2022-03-28,CUST-3546,Consumer,Europe,Italy,Electronics,Tablets,Tablets Model 389,100.27,129.86,5,0.0
TXN-4FB29DE6,2023-11-13,CUST-3786,Corporate,Europe,Italy,Clothing,Men,Men Model 147,52.2,75.35,6,0.0
TXN-4A9A7345,2023-12-23,CUST-1585,Home Office,Europe,Germany,Furniture,Chairs,Chairs Model 583,256.22,307.93,2,0.1
TXN-A6C10CA4,2022-11-14,CUST-3434,Corporate,North America,Mexico,Electronics,Smartphones,Smartphones Model 181,408.17,608.57,1,0.0
TXN-7AF89EFB,2022-12-10,CUST-3823,Corporate,Latin America,Chile,Furniture,Tables,Tables Model 110,386.51,540.4,10,0.0
TXN-9FBAF940,2023-08-21,CUST-1161,Home Office,North America,Canada,Electronics,Tablets,Tablets Model 115,398.09,458.77,7,0.0
TXN-91E2C71C,2022-11-02,CUST-4480,Consumer,North America,Mexico,Office Supplies,Paper,Paper Model 534,49.54,74.17,3,0.0
TXN-51220632,2023-10-05,CUST-3161,Consumer,Europe,Germany,Clothing,Shoes,Shoes Model 410,362.06,471.95,5,0.05
TXN-4EBB01AD,2022-06-08,CUST-1336,Home Office,Europe,Germany,Furniture,Furnishings,Furnishings Model 547,294.52,359.37,10,0.2
TXN-D1967BE5,2023-11-03,CUST-2658,Consumer,North America,Mexico,Electronics,Accessories,Accessories Model 263,18.46,26.63,7,0.2
TXN-58F1E268,2022-04-09,CUST-3585,Consumer,Asia Pacific,India,Clothing,Women,Women Model 940,353.72,515.77,4,0.2
TXN-7D43EB67,2022-10-13,CUST-4726,Consumer,Latin America,Chile,Office Supplies,Envelopes,Envelopes Model 367,367.79,463.66,5,0.1
TXN-69F5B110,2023-12-20,CUST-3288,Consumer,North America,USA,Electronics,Smartphones,Smartphones Model 153,49.31,67.69,1,0.15
TXN-FBEA81E7,2022-11-07,CUST-4852,Consumer,Europe,Spain,Clothing,Kids,Kids Model 913,22.16,28.72,8,0.2
TXN-787D318A,2023-10-31,CUST-2745,Consumer,Asia Pacific,Australia,Furniture,Furnishings,Furnishings Model 520,301.54,378.38,7,0.0
TXN-7B95A40D,2023-03-22,CUST-1748,Consumer,North America,USA,Furniture,Bookcases,Bookcases Model 372,191.5,265.51,3,0.0
TXN-E567F4DC,2023-12-31,CUST-4050,Home Office,Latin America,Brazil,Clothing,Kids,Kids Model 724,90.62,110.0,2,0.0
TXN-1EABB5D8,2023-03-11,CUST-3761,Consumer,Europe,Italy,Electronics,Tablets,Tablets Model 554,156.42,184.27,4,0.2
TXN-D1195015,2023-01-29,CUST-2796,Corporate,Asia Pacific,China,Electronics,Laptops,Laptops Model 382,489.97,728.17,7,0.15
TXN-E51653E8,2023-12-21,CUST-2350,Consumer,Asia Pacific,Australia,Electronics,Tablets,Tablets Model 192,151.03,192.56,4,0.0
TXN-FD469E1E,2023-11-11,CUST-4630,Home Office,North America,USA,Clothing,Kids,Kids Model 776,31.36,34.56,9,0.0
TXN-5BF71F16,2023-02-13,CUST-1865,Consumer,Europe,UK,Clothing,Men,Men Model 400,243.65,346.63,1,0.0
TXN-5DDDB796,2022-02-12,CUST-1449,Consumer,Asia Pacific,Japan,Clothing,Men,Men Model 448,61.28,85.61,2,0.15
TXN-45599907,2022-08-07,CUST-2466,Home Office,North America,Mexico,Electronics,Smartphones,Smartphones Model 165,120.17,167.41,10,0.2
TXN-AC6F3AD5,2023-12-27,CUST-2698,,North America,Mexico,Clothing,Kids,Kids Model 690,188.09,265.12,1,0.05
TXN-94D74D7B,2023-05-04,CUST-2095,Consumer,Latin America,Chile,Office Supplies,Art,Art Model 557,258.33,384.28,1,0.05
TXN-51B8979B,2023-10-04,CUST-2623,Home Office,North America,Mexico,Electronics,Accessories,Accessories Model 940,261.71,373.9,6,0.1
TXN-58D40171,2023-09-05,CUST-4197,Corporate,Latin America,Brazil,Furniture,Furnishings,Furnishings Model 705,223.8,254.5,10,0.2
TXN-483B726F,2023-12-20,CUST-2958,Corporate,North America,Canada,Clothing,Kids,Kids Model 623,389.5,516.28,9,0.0
TXN-E3E2A286,2023-11-22,CUST-3960,Home Office,Latin America,Chile,Electronics,Tablets,Tablets Model 912,186.72,219.11,5,0.1
TXN-C95F1B79,2023-11-14,CUST-4354,Consumer,Latin America,Brazil,Clothing,Women,Women Model 108,430.94,640.95,5,0.15
TXN-C95F1B79,2022-07-08,CUST-1139,Consumer,Europe,Italy,Electronics,Smartphones,Smartphones Model 729,163.41,235.58,6,0.0
TXN-AA18E786,2023-10-18,CUST-3079,Corporate,Asia Pacific,China,Office Supplies,Art,Art Model 134,79.53,113.75,1,0.0
TXN-D07D9DA7,2023-07-16,CUST-4934,Corporate,Latin America,Chile,Electronics,Laptops,Laptops Model 494,389.12,$476.37,3,0.2
TXN-3270CBBD,2023-12-23,CUST-1743,Corporate,Europe,UK,Electronics,Accessories,Accessories Model 813,249.61,355.56,10,0.0
TXN-FE78B0D4,2022-11-07,CUST-2332,Corporate,North America,Mexico,Office Supplies,Envelopes,Envelopes Model 712,40.2,47.67,7,0.05
TXN-3895FD74,2022-06-25,CUST-2572,Consumer,Latin America,Argentina,Furniture,Furnishings,Furnishings Model 549,58.25,64.75,1,0.05
TXN-755FADE8,2022-12-13,CUST-3749,Home Office,Latin America,Argentina,Electronics,Tablets,Tablets Model 109,73.24,86.25,4,0.1
TXN-65AFCC9F,2023-01-04,CUST-2347,Corporate,North America,Canada,Furniture,Bookcases,Bookcases Model 871,438.62,550.23,2,0.0
TXN-1E8CEBD1,2022-11-26,CUST-3814,Consumer,Europe,Spain,Electronics,Accessories,Accessories Model 974,181.54,245.46,10,0.05
TXN-0F5FB76F,2022-01-14,CUST-3015,Consumer,Asia Pacific,Australia,Electronics,Laptops,Laptops Model 665,428.58,631.08,6,0.2
TXN-1E71374E,2023-04-27,CUST-4804,Consumer,Asia Pacific,India,Furniture,Furnishings,Furnishings Model 422,463.98,567.8,5,0.05
TXN-F835E258,2023-03-26,CUST-4658,Consumer,Europe,Italy,Office Supplies,Envelopes,Envelopes Model 796,81.11,120.66,1,0.05
TXN-93300CE1,2023-05-15,CUST-3678,Consumer,North America,Mexico,Office Supplies,Paper,Paper Model 604,280.66,392.65,9,0.0
TXN-D22F0AFC,2022-02-09,CUST-2961,Consumer,Europe,Spain,Office Supplies,Binders,Binders Model 742,,219.16,5,0.15
TXN-15FEAA25,2023-03-03,CUST-1868,Consumer,Latin America,Chile,Office Supplies,Envelopes,Envelopes Model 470,371.17,502.89,4,0.0
TXN-06400AE5,2022-02-13,CUST-1460,Corporate,North America,USA,Clothing,Shoes,Shoes Model 328,483.54,599.67,7,0.0
TXN-6F413A86,2023-07-22,CUST-2658,Consumer,Europe,France,Office Supplies,Paper,Paper Model 288,257.1,346.25,6,0.0
TXN-6161D68F,2023-12-01,CUST-4668,Corporate,Latin America,Argentina,Furniture,Furnishings,Furnishings Model 570,157.64,227.48,4,0.0
TXN-D6B069BE,2022-11-09,CUST-2619,Consumer,Europe,Germany,Furniture,Tables,Tables Model 286,329.85,422.42,5,0.05
TXN-3CC661DA,2023-11-02,CUST-3977,Consumer,Latin America,Argentina,Office Supplies,Art,Art Model 787,287.9,339.69,6,0.2
TXN-E86DAC85,2023-12-09,CUST-2238,Home Office,Asia Pacific,Australia,Furniture,Bookcases,Bookcases Model 795,287.32,$405.69,5,0.05
TXN-C57FBD60,2022-02-06,CUST-3118,Consumer,North America,Mexico,Electronics,Tablets,Tablets Model 684,10.44,11.8,3,0.1
TXN-3919BDF9,2022-07-07,CUST-3043,Corporate,North America,USA,Clothing,Kids,Kids Model 244,249.87,283.38,5,0.05
TXN-C485D30D,2023-06-24,CUST-2966,Consumer,Europe,France,Office Supplies,Envelopes,Envelopes Model 243,253.22,$321.01,2,0.0
TXN-F6777B89,2022-07-12,CUST-3944,Corporate,Latin America,Brazil,Electronics,Tablets,Tablets Model 829,311.29,388.0,9,0.0
TXN-6DF05BA3,2023-11-19,CUST-4079,Corporate,North America,USA,Office Supplies,Art,Art Model 125,127.2,159.98,10,0.0
TXN-3917E16F,2023-09-19,CUST-2467,Corporate,Europe,UK,Electronics,Tablets,Tablets Model 861,446.05,533.26,5,0.15
TXN-3E736E2A,2022-05-16,CUST-1448,Corporate,North America,USA,Furniture,Tables,Tables Model 309,260.19,365.36,3,0.1
TXN-7D6B36CE,2022-08-07,CUST-3892,Corporate,Latin America,Argentina,Office Supplies,Envelopes,Envelopes Model 882,33.46,46.07,1,0.05
TXN-8C5F0878,2023-12-21,CUST-2918,Corporate,Latin America,Chile,Office Supplies,Envelopes,Envelopes Model 817,252.67,365.22,9,0.1
TXN-10AD90BB,2022-12-28,CUST-4489,Consumer,Asia Pacific,Japan,Clothing,Men,Men Model 314,217.25,255.47,7,0.15
TXN-B1315A89,2023-10-01,CUST-4523,Corporate,Europe,France,Office Supplies,Paper,Paper Model 247,454.52,628.37,6,0.0
TXN-0D630553,2022-11-15,CUST-4820,Corporate,Europe,France,Clothing,Men,Men Model 340,469.86,564.31,6,0.15
TXN-D2D8B67B,2023-05-02,CUST-2389,Corporate,North America,Canada,Office Supplies,Envelopes,Envelopes Model 658,344.49,472.42,2,0.1
TXN-8253125A,2023-07-21,CUST-4848,Home Office,Europe,UK,Electronics,Smartphones,Smartphones Model 837,376.74,507.86,5,0.0
TXN-1A53BA45,2022-11-25,CUST-2454,Consumer,Latin America,Chile,Clothing,Men,Men Model 273,355.02,495.9,7,0.15
TXN-DC17AC36,2023-11-22,CUST-1659,Corporate,North America,Canada,Office Supplies,Art,Art Model 624,75.05,109.99,1,0.15
TXN-6E8B4F6A,2022-01-26,CUST-2310,Corporate,Asia Pacific,Australia,Office Supplies,Binders,Binders Model 651,260.06,312.03,6,0.15
TXN-AFCC28BD,2022-03-28,CUST-1928,Consumer,Asia Pacific,Japan,Furniture,Bookcases,Bookcases Model 104,286.33,388.65,4,0.05
TXN-435D7C56,2022-08-26,CUST-3842,Consumer,North America,Canada,Electronics,Laptops,Laptops Model 134,36.42,52.07,1,0.1
TXN-B94FDE33,2023-08-21,CUST-4250,Consumer,North America,Canada,Office Supplies,Paper,Paper Model 976,440.44,626.65,4,0.2
TXN-CDF5132E,2023-04-17,CUST-4769,Consumer,Europe,UK,Office Supplies,Art,Art Model 672,241.33,$346.76,2,0.0
TXN-76C9FB32,2022-08-25,CUST-2738,Consumer,Europe,France,Electronics,Tablets,Tablets Model 987,474.37,524.82,9,0.2
TXN-41864CFE,2023-11-27,CUST-2311,Consumer,Asia Pacific,Japan,Electronics,Tablets,Tablets Model 568,367.68,535.75,3,0.2
TXN-4D39DE5F,2022-08-11,CUST-1749,Corporate,Europe,Italy,Furniture,Chairs,Chairs Model 214,419.83,628.74,8,0.0
TXN-1ECD4011,2022-06-28,CUST-3103,Consumer,Asia Pacific,Japan,Furniture,Furnishings,Furnishings Model 474,69.02,76.38,10,0.0
TXN-9A31BC68,2022-02-05,CUST-1806,Home Office,Europe,UK,Furniture,Tables,Tables Model 359,261.34,347.36,9,0.0
TXN-75584ADE,2023-04-14,CUST-2666,Consumer,Latin America,Brazil,Electronics,Tablets,Tablets Model 227,12.43,16.08,9,0.2
TXN-6FC528E3,2022-12-03,CUST-1388,Corporate,Latin America,Argentina,Electronics,Accessories,Accessories Model 512,349.41,509.26,5,0.0
TXN-B0359862,2022-07-20,CUST-4403,Consumer,Europe,Spain,Office Supplies,Art,Art Model 298,66.37,88.94,5,0.15
TXN-75F04B09,2022-05-05,CUST-1928,Home Office,Europe,UK,Furniture,Furnishings,Furnishings Model 171,383.64,488.67,5,0.1
TXN-CE6153BE,2022-03-26,CUST-3952,Consumer,Europe,Spain,Electronics,Accessories,Accessories Model 158,182.36,201.57,6,0.0
TXN-3EF1E8C4,2022-12-20,CUST-1842,Corporate,North America,USA,Clothing,Kids,Kids Model 898,423.27,601.44,3,0.0
TXN-6CFAFF74,2023-07-17,CUST-1285,Consumer,Europe,Spain,Electronics,Smartphones,Smartphones Model 778,93.19,116.84,9,0.15
TXN-3F1297F0,2022-04-23,CUST-1628,Home Office,Latin America,Chile,Furniture,Tables,Tables Model 758,167.42,185.31,8,0.05
TXN-51F8D0D7,2022-12-14,CUST-3815,Consumer,Europe,France,Office Supplies,Envelopes,Envelopes Model 704,106.87,144.66,7,0.15
TXN-E110B573,2023-12-27,CUST-1393,Consumer,Asia Pacific,China,Clothing,Shoes,Shoes Model 319,65.4,82.99,3,0.2
TXN-0514B29A,2022-04-18,CUST-3537,Consumer,Europe,Italy,Office Supplies,Envelopes,Envelopes Model 826,491.59,577.46,8,0.0
TXN-CF3532C9,2022-02-01,CUST-4300,Corporate,Asia Pacific,Australia,Clothing,Shoes,Shoes Model 781,396.99,541.06,9,0.2
TXN-A9810A67,2022-06-07,CUST-1785,Home Office,Latin America,Chile,Office Supplies,Paper,Paper Model 814,448.64,658.02,4,0.05
TXN-43EAFA63,2022-12-02,CUST-4662,Home Office,Europe,Spain,Clothing,Women,Women Model 414,461.65,631.82,4,0.0
TXN-0368F832,2022-12-24,CUST-4316,Consumer,Asia Pacific,India,Office Supplies,Paper,Paper Model 827,274.4,392.78,2,0.0
TXN-5BD4FECF,2023-09-10,CUST-1551,Consumer,Europe,Spain,Furniture,Bookcases,Bookcases Model 358,188.83,247.84,9,0.0
TXN-AF54FF7F,2022-12-01,CUST-1310,Consumer,Asia Pacific,China,Clothing,Women,Women Model 903,295.26,$406.68,2,0.0
TXN-A6260D4C,2023-01-15,CUST-1178,Consumer,Asia Pacific,China,Clothing,Women,Women Model 804,393.93,436.4,6,0.0
TXN-80E075AF,2022-02-12,CUST-1852,Consumer,Latin America,Argentina,Clothing,Women,Women Model 845,453.16,675.9,3,0.0
TXN-18DDAD06,2022-11-06,CUST-3160,Consumer,North America,USA,Clothing,Shoes,Shoes Model 249,493.08,573.02,7,0.0
TXN-C2C2EDB6,2023-12-23,CUST-1012,Consumer,Asia Pacific,China,Clothing,Shoes,Shoes Model 381,160.17,221.59,8,0.15
TXN-6667E16F,2023-10-03,CUST-2326,Corporate,Latin America,Argentina,Furniture,Bookcases,Bookcases Model 690,96.69,130.71,5,0.1
TXN-DCE922B4,2022-12-16,CUST-1894,Home Office,Latin America,Argentina,Clothing,Women,Women Model 316,328.97,$492.69,7,0.15
TXN-419E4DC5,2022-11-11,CUST-3802,Home Office,Latin America,Brazil,Electronics,Accessories,Accessories Model 464,461.26,561.74,5,0.15
TXN-00588F01,2023-08-21,CUST-2538,Consumer,North America,Mexico,Electronics,Tablets,Tablets Model 519,475.76,530.6,4,0.1
TXN-A9E0B392,2023-10-27,CUST-3680,Consumer,Europe,Italy,Office Supplies,Art,Art Model 372,32.29,44.93,5,0.0
TXN-37C4B4E0,2022-04-16,CUST-2252,Corporate,Latin America,Chile,Electronics,Laptops,Laptops Model 649,26.72,34.46,2,0.2
TXN-7B081966,2023-07-29,CUST-3928,Consumer,Latin America,Chile,Office Supplies,Art,Art Model 840,480.03,$565.8,5,0.0
TXN-4B684CB7,2022-10-02,CUST-3374,Consumer,Europe,Germany,Clothing,Kids,Kids Model 633,326.32,362.01,3,0.0
TXN-788AD7D9,2023-10-08,CUST-3911,Corporate,Latin America,Chile,Office Supplies,Art,Art Model 528,59.81,79.3,9,0.0
TXN-EA7B3B4E,2023-11-01,CUST-3871,Corporate,Europe,Germany,Clothing,Men,Men Model 575,320.39,367.25,10,0.0
TXN-7999AABB,2022-08-10,CUST-2374,Consumer,Latin America,Chile,Electronics,Tablets,Tablets Model 191,86.79,106.82,4,0.15
TXN-C2F5D1CE,2022-06-28,CUST-3376,Corporate,Europe,France,Electronics,Tablets,Tablets Model 303,455.46,589.1,7,0.15
TXN-96913785,2022-06-30,CUST-2017,Consumer,Europe,France,Electronics,Tablets,Tablets Model 397,57.61,74.46,3,0.15
TXN-5538EB0F,2022-07-10,CUST-2550,Consumer,Asia Pacific,China,Electronics,Tablets,Tablets Model 225,349.61,$519.31,5,0.0
TXN-FA1C73D9,2022-11-28,CUST-1715,Corporate,Latin America,Brazil,Electronics,Laptops,Laptops Model 413,317.65,466.39,3,0.05
TXN-A19F7D29,2022-08-28,CUST-2294,Consumer,Asia Pacific,China,Office Supplies,Binders,Binders Model 580,69.15,78.72,9,0.0
TXN-241272F0,2023-06-27,CUST-4358,Home Office,Europe,France,Office Supplies,Art,Art Model 744,125.33,147.87,1,0.05
TXN-241272F0,2022-11-16,CUST-3962,Consumer,Latin America,Chile,Electronics,Accessories,Accessories Model 643,260.33,390.38,4,0.0
TXN-7040E61F,2022-01-04,CUST-3358,Consumer,Europe,France,Electronics,Smartphones,Smartphones Model 326,376.73,526.08,10,0.2
TXN-77D88A5A,2022-09-14,CUST-3422,Consumer,Asia Pacific,Japan,Electronics,Smartphones,Smartphones Model 193,319.37,464.53,3,0.0
TXN-A0E9AE4D,2022-08-28,CUST-1052,Corporate,North America,Mexico,Office Supplies,Art,Art Model 360,475.99,527.33,9,0.15
TXN-2FFB1B58,2022-11-09,CUST-3955,Home Office,Europe,France,Furniture,Furnishings,Furnishings Model 431,43.23,51.95,4,0.0
TXN-AB7E39A2,2022-02-17,CUST-4899,Corporate,North America,Mexico,Furniture,Chairs,Chairs Model 205,39.22,49.54,8,0.2
TXN-1BBB72FA,2022-07-10,CUST-2906,Consumer,Latin America,Brazil,Office Supplies,Binders,Binders Model 461,250.79,351.74,4,0.0
TXN-A9F1933D,2023-07-13,CUST-4205,Consumer,North America,Canada,Clothing,Kids,Kids Model 606,281.09,365.12,2,0.05
TXN-F924E694,2023-06-25,CUST-4675,Consumer,Europe,France,Clothing,Shoes,Shoes Model 343,238.45,333.62,3,0.0
TXN-7813082D,2023-04-09,CUST-2682,Corporate,Europe,Germany,Furniture,Tables,Tables Model 444,184.94,219.15,1,0.05
TXN-AB353686,2022-05-25,CUST-2182,Home Office,North America,Canada,Furniture,Tables,Tables Model 585,310.42,367.87,8,0.2
TXN-67A3AC58,2023-09-06,CUST-2970,Consumer,Latin America,Chile,Electronics,Tablets,Tablets Model 706,26.15,32.03,7,0.2
TXN-02CD33AE,2022-12-21,CUST-1409,Consumer,Asia Pacific,Japan,Electronics,Tablets,Tablets Model 457,132.3,192.2,2,0.0
TXN-246B4129,2022-05-11,CUST-2400,Consumer,North America,Mexico,Furniture,Chairs,Chairs Model 913,25.2,33.95,5,0.0
TXN-FEE761D6,2022-10-06,CUST-1832,Corporate,Asia Pacific,Australia,Office Supplies,Paper,Paper Model 219,493.98,645.74,9,0.15
TXN-BA43E80B,2022-12-14,CUST-2786,Home Office,Latin America,Brazil,Electronics,Laptops,Laptops Model 309,130.91,180.57,8,0.05
TXN-BA43E80B,2023-02-19,CUST-1423,Home Office,Europe,Germany,Office Supplies,Binders,Binders Model 748,,520.42,8,0.15
TXN-17EC4A97,2022-01-16,CUST-3370,Corporate,North America,Mexico,Clothing,Kids,Kids Model 111,19.39,$23.66,1,0.2
TXN-B7BDA002,2023-05-27,CUST-3822,Corporate,North America,USA,Electronics,Laptops,Laptops Model 812,235.36,341.04,6,0.0
TXN-3135C0A2,2022-12-09,CUST-2028,Consumer,Europe,Spain,Office Supplies,Art,Art Model 671,35.02,42.65,5,0.15
TXN-513C3C89,2023-08-25,CUST-2812,Consumer,Latin America,Argentina,Electronics,Accessories,Accessories Model 251,425.45,496.67,2,0.2
TXN-839443DC,2022-11-01,CUST-2727,Corporate,Latin America,Brazil,Electronics,Accessories,Accessories Model 446,323.29,471.72,1,0.0
TXN-AAD5A0EE,2022-10-08,CUST-3596,Corporate,Asia Pacific,Australia,Electronics,Laptops,Laptops Model 207,402.68,571.4,1,0.0
TXN-D6242A28,2023-03-18,CUST-2568,Corporate,Asia Pacific,Japan,Office Supplies,Art,Art Model 653,434.1,523.53,1,0.0
TXN-ABDE5F15,2022-01-13,CUST-2679,Consumer,Asia Pacific,India,Clothing,Women,Women Model 494,413.8,553.79,5,0.1
TXN-B4C978D7,2022-12-03,CUST-1289,Corporate,Asia Pacific,Australia,Furniture,Furnishings,Furnishings Model 213,59.3,79.24,3,0.0
TXN-35F6A94D,2023-03-05,CUST-3681,Corporate,Latin America,Chile,Clothing,Men,Men Model 340,92.26,133.46,3,0.2
TXN-94F5D6FF,2022-07-09,CUST-2075,Corporate,Latin America,Brazil,Office Supplies,Envelopes,Envelopes Model 467,362.14,527.26,10,0.1
TXN-8F6E0511,2023-08-28,CUST-2921,Consumer,Asia Pacific,China,Clothing,Men,Men Model 953,350.6,516.18,1,0.0
TXN-89D58E57,2023-09-16,CUST-1372,Corporate,Latin America,Argentina,Electronics,Accessories,Accessories Model 131,333.02,378.8,1,0.0
TXN-89660A0B,2023-08-01,CUST-2002,Consumer,Europe,France,Electronics,Laptops,Laptops Model 505,270.03,343.12,6,0.0
TXN-A23C2CDB,2022-10-26,CUST-4807,Home Office,Europe,Italy,Office Supplies,Paper,Paper Model 724,112.44,162.46,3,0.0
TXN-44D1F6AA,2023-06-08,CUST-3449,Corporate,Europe,UK,Electronics,Laptops,Laptops Model 279,478.68,643.11,4,0.15
TXN-E62D82CB,2022-11-02,CUST-1822,Corporate,Europe,Spain,Furniture,Bookcases,Bookcases Model 268,467.25,580.31,1,0.0
TXN-E62D82CB,2022-10-02,CUST-3350,Corporate,Latin America,Argentina,Office Supplies,Envelopes,Envelopes Model 445,64.24,90.88,7,0.2
TXN-A0B63668,2023-09-22,CUST-4685,Consumer,North America,Canada,Furniture,Furnishings,Furnishings Model 344,160.62,208.92,7,0.15
TXN-8C7DA7E3,2023-12-23,CUST-3233,Corporate,Latin America,Argentina,Furniture,Tables,Tables Model 865,181.1,266.7,8,0.1
TXN-7A5E3B1D,2022-01-25,CUST-2723,Consumer,North America,Mexico,Office Supplies,Paper,Paper Model 820,497.38,721.87,7,0.0
TXN-F44DEA61,2023-09-10,CUST-1639,Consumer,North America,USA,Clothing,Kids,Kids Model 377,213.46,259.02,5,0.1
TXN-1C57C58A,2023-04-14,CUST-1718,Consumer,North America,Canada,Electronics,Smartphones,Smartphones Model 431,301.82,399.31,6,0.2
TXN-2E180EA5,2022-10-18,CUST-3307,Consumer,Latin America,Brazil,Office Supplies,Envelopes,Envelopes Model 554,422.12,578.77,2,0.05
TXN-BCA071B4,2023-12-25,CUST-1916,Consumer,Latin America,Argentina,Electronics,Smartphones,Smartphones Model 306,116.69,136.32,7,0.0
TXN-D1D89911,2022-06-12,CUST-3914,Home Office,Europe,UK,Clothing,Shoes,Shoes Model 443,398.18,513.6,7,0.2
TXN-2088E6D1,2023-12-22,CUST-1949,Corporate,North America,Mexico,Furniture,Bookcases,Bookcases Model 396,232.87,258.59,9,0.1
TXN-7E355D36,2023-06-25,CUST-4896,Corporate,Latin America,Chile,Electronics,Tablets,Tablets Model 401,368.99,483.6,7,0.0
TXN-A91AC71E,2023-11-02,CUST-3593,Consumer,North America,USA,Furniture,Bookcases,Bookcases Model 784,82.36,111.18,9,0.0
TXN-88A10EB2,2022-03-09,CUST-4287,Consumer,Europe,UK,Clothing,Kids,Kids Model 678,157.31,194.06,4,0.1
TXN-635FE728,2022-07-13,CUST-3705,Corporate,Europe,Italy,Furniture,Tables,Tables Model 186,138.95,185.28,5,0.2
TXN-77E09709,2023-04-16,CUST-1492,Home Office,North America,Mexico,Furniture,Bookcases,Bookcases Model 906,79.02,93.76,5,0.0
